word,meaning,translation,source,morphology,root,processes,type,meaning,partial chunk,form,normalized_form
pógo,quail,quail,Dictionary P,"{""root"":""pógo"",""processes"":[]}",pógo,-,-,-,-,-,pogo
pogó,islet,islet,Dictionary P,"{""root"":""pogó"",""processes"":[]}",pogó,-,-,-,-,-,pogo
pogón,oven (but not including electrically powered ovens),oven,Dictionary P,"{""root"":""pogón"",""processes"":[]}",pogón,-,-,-,-,-,pogon
pogót,"negrito, black person",negrito,Dictionary P,"{""root"":""pogót"",""processes"":[]}",pogót,-,-,-,-,-,pogot
poká,"to disturb another’s sleep, prevent someone from sleeping (man-)",disturb another’s sleep,Dictionary P,"{""root"":""poká"",""processes"":[]}",poká,-,-,-,-,-,poka
pokél,bone,bone,Dictionary P,"{""root"":""pokél"",""processes"":[]}",pokél,-,-,-,-,-,pokel
pokók,"to confine, as fish in a pond or container",confine,Dictionary P,"{""root"":""pokók"",""processes"":[]}",pokók,-,-,-,-,-,pokok
pokókan,fishpond,fishpond,Dictionary P,"{""root"":""pokók"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",pokók,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,pokokan
pokól,"maimed, having lost a limb",maimed,Dictionary P,"{""root"":""pokól"",""processes"":[]}",pokól,-,-,-,-,-,pokol
polá,"reddish colored soil or pottery; also the reddish colored fat of crabs, or similar colored skin of ripening fruits",reddish colored,Dictionary P,"{""root"":""polá"",""processes"":[]}",polá,-,-,-,-,-,pola
polaíñg,"strategy, program",strategy,Dictionary P,"{""root"":""polaíñg"",""processes"":[]}",polaíñg,-,-,-,-,-,polaing
polák,"to erase, obliterate; apply too much powder to the face",erase,Dictionary P,"{""root"":""polák"",""processes"":[]}",polák,-,-,-,-,-,polak
poláw,to change one’s opinion (man -),change one’s opinion,Dictionary P,"{""root"":""poláw"",""processes"":[]}",poláw,-,-,-,-,-,polaw
púlvo,"powder, fine dust",powder,Dictionary P,"{""root"":""púlvo"",""processes"":[]}",púlvo,-,-,-,-,-,pulvo
polét,bottle cap; to cap a bottle (man -),bottle cap,Dictionary P,"{""root"":""polét"",""processes"":[]}",polét,-,-,-,-,-,polet
pulgáda,inch,inch,Dictionary P,"{""root"":""pulgá"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",pulgá,"{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",suffix,3pl genitive enclitic,-,-da,pulgada
polí,"ancestry, pedigree, family tree; race of people; inherited characteristics",ancestry,Dictionary P,"{""root"":""polí"",""processes"":[]}",polí,-,-,-,-,-,poli
polís,policeman,policeman,Dictionary P,"{""root"":""polís"",""processes"":[]}",polís,-,-,-,-,-,polis
polisáy,"to erase from the mind, cast away",erase the,Dictionary P,"{""root"":""polisáy"",""processes"":[]}",polisáy,-,-,-,-,-,polisay
policía,"police, police department",police,Dictionary P,"{""root"":""policía"",""processes"":[]}",policía,-,-,-,-,-,policia
poló,ten (appears only with affixes),ten,Dictionary P,"{""root"":""poló"",""processes"":[]}",poló,-,-,-,-,-,polo
amínpólo,many times,many times,Dictionary P,"{""root"":""ínpólo"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",ínpólo,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,aminpolo
ikasámplo,tenth in order,tenth in order,Dictionary P,"{""root"":""kasámplo"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",kasámplo,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ikasamplo
sampló,ten,ten,"Dictionary P, Dictionary S","{""root"":""sampló"",""processes"":[]}",sampló,-,-,-,-,-,samplo
sasamplóra,ten only,ten only,Dictionary P,"{""root"":""samplóra"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""sa""}]}",samplóra,"{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""sa""}",reduplication,partial reduplication (plural nouns),sa,CV-,sasamplora
pólo,island,island,Dictionary P,"{""root"":""pólo"",""processes"":[]}",pólo,-,-,-,-,-,polo
kapolóan,archipelago,archipelago,Dictionary P,"{""root"":""kapoló"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",kapoló,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,kapoloan
polók,district,district,Dictionary P,"{""root"":""polók"",""processes"":[]}",polók,-,-,-,-,-,polok
1póloñg,to deliver a sermon (man-),deliver a sermon,Dictionary P,"{""root"":""1póloñg"",""processes"":[]}",1póloñg,-,-,-,-,-,1polong
2póloñg,main street of town,main street,Dictionary P,"{""root"":""2póloñg"",""processes"":[]}",2póloñg,-,-,-,-,-,2polong
polótan,half cooked or uncooked intestines of animals eaten as an accompaniment for wine (not taken with rice),half cooked,Dictionary P,"{""root"":""polót"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",polót,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,polotan
pulsÉras,"bangle, bracelet; to wear a bracelet (man -)",bangle,Dictionary P,"{""root"":""pulsÉras"",""processes"":[]}",pulsÉras,-,-,-,-,-,pulseras
1polyán,"to watch, observe",watch,Dictionary P,"{""root"":""1polyán"",""processes"":[]}",1polyán,-,-,-,-,-,1polyan
2polyán,"to abandon, leave",abandon,Dictionary P,"{""root"":""2polyán"",""processes"":[]}",2polyán,-,-,-,-,-,2polyan
ponás,to wipe (man -); sponge bath,wipe,Dictionary P,"{""root"":""ponás"",""processes"":[]}",ponás,-,-,-,-,-,ponas
kolaáy,place where towels are kept,place where,Dictionary P,"{""root"":""kolaáy"",""processes"":[]}",kolaáy,-,-,-,-,-,kolaay
punasán,place where towels are kept,place where,Dictionary P,"{""root"":""punasán"",""processes"":[]}",punasán,-,-,-,-,-,punasan
fundación,foundation (of building etc.),foundation,Dictionary P,"{""root"":""fundación"",""processes"":[]}",fundación,-,-,-,-,-,fundacion
póni,(act of) setting the table; to set the table (man -),setting the table,Dictionary P,"{""root"":""póni"",""processes"":[]}",póni,-,-,-,-,-,poni
pónit,to cover or close off small holes or,cover or,Dictionary P,"{""root"":""pónit"",""processes"":[]}",pónit,-,-,-,-,-,ponit
openings,(man -),(man -),Dictionary P,"{""root"":""opengs"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":4}]}",opengs,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":4}",infix,completed aspect marker,-,-in-,openings
poníti,to box (man -),box,Dictionary P,"{""root"":""poníti"",""processes"":[]}",poníti,-,-,-,-,-,poniti
púno,head of a social group,head a,Dictionary P,"{""root"":""púno"",""processes"":[]}",púno,-,-,-,-,-,puno
ponpón,funeral; to bury the dead (man -),funeral,Dictionary P,"{""root"":""ponpón"",""processes"":[]}",ponpón,-,-,-,-,-,ponpon
ponsiá,social gathering,social gathering,Dictionary P,"{""root"":""ponsiá"",""processes"":[]}",ponsiá,-,-,-,-,-,ponsia
"pónti, pontí",banana,banana,Dictionary P,"{""root"":""pónti, pontí"",""processes"":[]}","pónti, pontí",-,-,-,-,-,"ponti, ponti"
púnto,provincial accent,provincial accent,Dictionary P,"{""root"":""pún"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",pún,"{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}",suffix,3sg genitive enclitic,-,-to,punto
poñgét,node,node,Dictionary P,"{""root"":""poñgét"",""processes"":[]}",poñgét,-,-,-,-,-,ponget
póñggos,"to wrap with paper, cloth, or leaf (man -)",wrap with paper,Dictionary P,"{""root"":""póñggos"",""processes"":[]}",póñggos,-,-,-,-,-,ponggos
poñgól,termite hill (mound of earth built up by termites),termite hill,Dictionary P,"{""root"":""poñgól"",""processes"":[]}",poñgól,-,-,-,-,-,pongol
poól,"bonfire, blaze; to set ablaze (man -)",bonfire,Dictionary P,"{""root"":""poól"",""processes"":[]}",poól,-,-,-,-,-,pool
poón,offering (esp. religious); to lead the prayers when making an offering or on a special occasion (mañgi-),offering,Dictionary P,"{""root"":""poón"",""processes"":[]}",poón,-,-,-,-,-,poon
poonán,"capital, original investment; to have capital for investment (man-)",capital,Dictionary P,"{""root"":""poonán"",""processes"":[]}",poonán,-,-,-,-,-,poonan
nipoonán,an amount sufficient only to equal the capital invested,amount sufficient,Dictionary P,"{""root"":""nipoonán"",""processes"":[]}",nipoonán,-,-,-,-,-,nipoonan
póot,rebuke; feel contrite,rebuke,Dictionary P,"{""root"":""póot"",""processes"":[]}",póot,-,-,-,-,-,poot
1pópo,cut down trees,cut down trees,Dictionary P,"{""root"":""1pópo"",""processes"":[]}",1pópo,-,-,-,-,-,1popo
2pópo,gold or silver dust or fragments,gold or,Dictionary P,"{""root"":""2pópo"",""processes"":[]}",2pópo,-,-,-,-,-,2popo
popót,dried rind or peel,dried rind,Dictionary P,"{""root"":""popót"",""processes"":[]}",popót,-,-,-,-,-,popot
púrak,"erase, obliterate; totally gone",erase,Dictionary P,"{""root"":""púrak"",""processes"":[]}",púrak,-,-,-,-,-,purak
pórek,to insist,insist,Dictionary P,"{""root"":""pórek"",""processes"":[]}",pórek,-,-,-,-,-,porek
púri,"honor, fame",honor,Dictionary P,"{""root"":""púri"",""processes"":[]}",púri,-,-,-,-,-,puri
púro,"pure, ‘one hundred percent’",pure,Dictionary P,"{""root"":""púro"",""processes"":[]}",púro,-,-,-,-,-,puro
poróñgo,"wide-mouthed bottle, glass jar",wide-mouthed bottle,Dictionary P,"{""root"":""poróñgo"",""processes"":[]}",poróñgo,-,-,-,-,-,porongo
pusá,cat,cat,Dictionary P,"{""root"":""pusá"",""processes"":[]}",pusá,-,-,-,-,-,pusa
pusít,squid,squid,Dictionary P,"{""root"":""pusít"",""processes"":[]}",pusít,-,-,-,-,-,pusit
póslit,smuggling; obtain without permission; escape,smuggling,Dictionary P,"{""root"":""póslit"",""processes"":[]}",póslit,-,-,-,-,-,poslit
póso,heart,heart,Dictionary P,"{""root"":""póso"",""processes"":[]}",póso,-,-,-,-,-,poso
sinampúso,heart shaped,heart shaped,Dictionary P,"{""root"":""sampúso"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}]}",sampúso,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":1}",infix,completed aspect marker,-,-in-,sinampuso
posó,heart of a banana fruit,heart a,Dictionary P,"{""root"":""posó"",""processes"":[]}",posó,-,-,-,-,-,poso
pusóñg,to flirt (man -),flirt,Dictionary P,"{""root"":""pusóñg"",""processes"":[]}",pusóñg,-,-,-,-,-,pusong
pospós,"end, finish, termination",end,Dictionary P,"{""root"":""pospós"",""processes"":[]}",pospós,-,-,-,-,-,pospos
pústa,"bet, wager; to bet (on -)",bet,Dictionary P,"{""root"":""pús"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",pús,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,pusta
1puták,the frisking of fishes in water; bubbling of liquids,frisking fishes,Dictionary P,"{""root"":""1puták"",""processes"":[]}",1puták,-,-,-,-,-,1putak
2puták,tender young leaves of cashew tree,tender young,Dictionary P,"{""root"":""2puták"",""processes"":[]}",2puták,-,-,-,-,-,2putak
potér,"to cut with any sharp instrument (maN -, man-)",cut any,Dictionary P,"{""root"":""potér"",""processes"":[]}",potér,-,-,-,-,-,poter
putí,"fairness, beauty",fairness,Dictionary P,"{""root"":""putí"",""processes"":[]}",putí,-,-,-,-,-,puti
amputí,"white, fair, light colored",white,Dictionary P,"{""root"":""putí"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",putí,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,amputi
potík,to decorate cloth etc. with braided threads,decorate cloth,Dictionary P,"{""root"":""potík"",""processes"":[]}",potík,-,-,-,-,-,potik
potiókan,bee,bee,Dictionary P,"{""root"":""potiók"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",potiók,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,potiokan
póto,cake made from rice flour,cake made,Dictionary P,"{""root"":""pó"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",pó,"{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}",suffix,3sg genitive enclitic,-,-to,poto
potók,(of fish) splashing about in the water,splashing the,Dictionary P,"{""root"":""potók"",""processes"":[]}",potók,-,-,-,-,-,potok
potót,to cut with a knife (man -),cut a,Dictionary P,"{""root"":""potót"",""processes"":[]}",potót,-,-,-,-,-,potot
potpót,to fall (on -),fall,Dictionary P,"{""root"":""potpót"",""processes"":[]}",potpót,-,-,-,-,-,potpot
púyat,be sleepless (man -),sleepless,Dictionary P,"{""root"":""púyat"",""processes"":[]}",púyat,-,-,-,-,-,puyat
puyók,to rub gently,rub gently,Dictionary P,"{""root"":""puyók"",""processes"":[]}",puyók,-,-,-,-,-,puyok
prÉsidÉntE,president; be president (man -),president,Dictionary P,"{""root"":""prÉsidÉntE"",""processes"":[]}",prÉsidÉntE,-,-,-,-,-,presidente
prÉcio,price,price,Dictionary P,"{""root"":""prÉcio"",""processes"":[]}",prÉcio,-,-,-,-,-,precio
privádo,private,private,Dictionary P,"{""root"":""privádo"",""processes"":[]}",privádo,-,-,-,-,-,privado
primaría,"primary, elementary (school, grade, etc.)",primary,Dictionary P,"{""root"":""primaría"",""processes"":[]}",primaría,-,-,-,-,-,primaria
"primÉra (f.), primÉro (m.)",first,first,Dictionary P,"{""root"":""primÉra (f.), primÉro (m.)"",""processes"":[]}","primÉra (f.), primÉro (m.)",-,-,-,-,-,"primera (f.), primero (m.)"
princÉsa,princess,princess,Dictionary P,"{""root"":""prcÉsa"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":2}]}",prcÉsa,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":2}",infix,completed aspect marker,-,-in-,princesa
prínsipi,prince,prince,Dictionary P,"{""root"":""prínsipi"",""processes"":[]}",prínsipi,-,-,-,-,-,prinsipi
prisínta,to present oneself (man -),present oneself,Dictionary P,"{""root"":""prisín"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",prisín,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,prisinta
fríto,to fry (man -),fry,Dictionary P,"{""root"":""frí"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",frí,"{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}",suffix,3sg genitive enclitic,-,-to,frito
prodúctos,"agricultural produce, products",agricultural produce,Dictionary P,"{""root"":""prodúctos"",""processes"":[]}",prodúctos,-,-,-,-,-,productos
prográma,"program, concert",program,Dictionary P,"{""root"":""prográma"",""processes"":[]}",prográma,-,-,-,-,-,programa
promEtÉ,"promise, wish, favor sought; to ask a favor (esp. from God) (man -)",promise,Dictionary P,"{""root"":""promEtÉ"",""processes"":[]}",promEtÉ,-,-,-,-,-,promete
prosEsión,(usu. religious) procession,procession,Dictionary P,"{""root"":""prosEsión"",""processes"":[]}",prosEsión,-,-,-,-,-,prosesion
prútas,fruit,fruit,Dictionary P,"{""root"":""prútas"",""processes"":[]}",prútas,-,-,-,-,-,prutas
ProtEstántE,Protestant; be a member of a Protestant church (man-),protestant,Dictionary P,"{""root"":""ProtEstántE"",""processes"":[]}",ProtEstántE,-,-,-,-,-,protestante
Protantísmo,Protestantism,protestantism,Dictionary P,"{""root"":""Protantís"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",Protantís,"{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}",suffix,2sg genitive enclitic,-,-mo,protantismo
ra,see da,see da,Dictionary R,"{""root"":""ra"",""processes"":[]}",ra,-,-,-,-,-,ra
rádio,radio,radio,Dictionary R,"{""root"":""rádio"",""processes"":[]}",rádio,-,-,-,-,-,radio
razón,"reason, logical argument, cause; to reason out (man -)",reason,Dictionary R,"{""root"":""razón"",""processes"":[]}",razón,-,-,-,-,-,razon
rEbÉldE,rebel; to rebel (man -),rebel,Dictionary R,"{""root"":""rEbÉldE"",""processes"":[]}",rEbÉldE,-,-,-,-,-,rebelde
rEvolúcion,revolution; to revolt (man -),revolution,Dictionary R,"{""root"":""rEvolúcion"",""processes"":[]}",rEvolúcion,-,-,-,-,-,revolucion
rEgálo,present,present,Dictionary R,"{""root"":""rEgálo"",""processes"":[]}",rEgálo,-,-,-,-,-,regalo
rElación,relationship rEllÉno /rElyÉno/dish featuring stuffed chicken or fish,relationship relléno,Dictionary R,"{""root"":""rElación"",""processes"":[]}",rElación,-,-,-,-,-,relacion
rEmÉdio,"remedy, cure; to remedy (man -)",remedy,Dictionary R,"{""root"":""rEmÉdio"",""processes"":[]}",rEmÉdio,-,-,-,-,-,remedio
rEfinádo,refined (esp. refined sugar) rEpóllo /rEpólyo/cabbage,refined repóllo,Dictionary R,"{""root"":""rEfádo"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",rEfádo,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}",infix,completed aspect marker,-,-in-,refinado
rEstáuran,restaurant,restaurant,Dictionary R,"{""root"":""rEstáur"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",rEstáur,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,restauran
rEtráto,"photo, picture; to photograph (manpa -)",photo,Dictionary R,"{""root"":""rEtrá"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",rEtrá,"{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}",suffix,3sg genitive enclitic,-,-to,retrato
rÉyna,queen (esp. queen presiding over fiesta etc.); to be queen (man -),queen,Dictionary R,"{""root"":""rÉyna"",""processes"":[]}",rÉyna,-,-,-,-,-,reyna
ribál,rival,rival,Dictionary R,"{""root"":""ribál"",""processes"":[]}",ribál,-,-,-,-,-,ribal
karibál,(one) rival (in relation to another); to be,rival,Dictionary R,"{""root"":""karibál"",""processes"":[]}",karibál,-,-,-,-,-,karibal
rivals,(man -),(man -),Dictionary R,"{""root"":""rivals"",""processes"":[]}",rivals,-,-,-,-,-,rivals
ruída,cockpit (where roosters fight); ferris wheel,cockpit,Dictionary R,"{""root"":""ruí"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",ruí,"{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",suffix,3pl genitive enclitic,-,-da,ruida
rosário,rosary; recite the rosary (man -),rosary,Dictionary R,"{""root"":""rosário"",""processes"":[]}",rosário,-,-,-,-,-,rosario
rósas,"flower, blossom 97",flower,Dictionary R,"{""root"":""rósas"",""processes"":[]}",rósas,-,-,-,-,-,rosas
sabá,a variety of cooking banana with large squarish fruits,variety cooking,Dictionary S,"{""root"":""sabá"",""processes"":[]}",sabá,-,-,-,-,-,saba
sábado,Saturday,saturday,Dictionary S,"{""root"":""sábado"",""processes"":[]}",sábado,-,-,-,-,-,sabado
sabáñg,grains that get between bottom of pot,grains that,Dictionary S,"{""root"":""sabáñg"",""processes"":[]}",sabáñg,-,-,-,-,-,sabang
sabáy,to perspire profusely,perspire profusely,Dictionary S,"{""root"":""sabáy"",""processes"":[]}",sabáy,-,-,-,-,-,sabay
sabí,to arrive (on -); to bring back (mañgi -),arrive,Dictionary S,"{""root"":""sabí"",""processes"":[]}",sabí,-,-,-,-,-,sabi
1sabít,"thorn, spine, fish bone",thorn,Dictionary S,"{""root"":""1sabít"",""processes"":[]}",1sabít,-,-,-,-,-,1sabit
2sabít,"to hang clothes etc. on a peg (man -, i-)",hang clothes,Dictionary S,"{""root"":""2sabít"",""processes"":[]}",2sabít,-,-,-,-,-,2sabit
sabláy,beating; to beat (man -),beating,Dictionary S,"{""root"":""sabláy"",""processes"":[]}",sabláy,-,-,-,-,-,sablay
sáblE,saber,saber,Dictionary S,"{""root"":""sáblE"",""processes"":[]}",sáblE,-,-,-,-,-,sable
sabó,the overflow from boiling liquid,overflow boiling,Dictionary S,"{""root"":""sabó"",""processes"":[]}",sabó,-,-,-,-,-,sabo
sabóg,Italian millet,italian millet,Dictionary S,"{""root"":""sabóg"",""processes"":[]}",sabóg,-,-,-,-,-,sabog
saból,"fountain, spring (of water)",fountain,Dictionary S,"{""root"":""saból"",""processes"":[]}",saból,-,-,-,-,-,sabol
sabón,soap,soap,Dictionary S,"{""root"":""sabón"",""processes"":[]}",sabón,-,-,-,-,-,sabon
sabóñg,immature fruit,immature fruit,Dictionary S,"{""root"":""sabóñg"",""processes"":[]}",sabóñg,-,-,-,-,-,sabong
sabóy,to unravel (-en ),unravel,Dictionary S,"{""root"":""sabóy"",""processes"":[]}",sabóy,-,-,-,-,-,saboy
sábsab,"(of pigs) to eat, (of people) to eat like a pig, slurping food with smacking lips (man -)",to eat,Dictionary S,"{""root"":""sábsab"",""processes"":[]}",sábsab,-,-,-,-,-,sabsab
sadsád,to run aground (on -),run aground,Dictionary S,"{""root"":""sadsád"",""processes"":[]}",sadsád,-,-,-,-,-,sadsad
sáew,"to miss, be absent (on -)",miss,Dictionary S,"{""root"":""sáew"",""processes"":[]}",sáew,-,-,-,-,-,saew
sagána,to make preparations for entertaining (man -),preparations for entertaining,Dictionary S,"{""root"":""sagána"",""processes"":[]}",sagána,-,-,-,-,-,sagana
sagáp,to catch fish with a net or cloth placed under water,catch fish,Dictionary S,"{""root"":""sagáp"",""processes"":[]}",sagáp,-,-,-,-,-,sagap
sagár,harrow; to plow the ground finely with aid of carabao,harrow,Dictionary S,"{""root"":""sagár"",""processes"":[]}",sagár,-,-,-,-,-,sagar
sagáysay,comb,comb,Dictionary S,"{""root"":""sagáysay"",""processes"":[]}",sagáysay,-,-,-,-,-,sagaysay
saginónor,continuous; be continuous (on -),continuous,Dictionary S,"{""root"":""sagónor"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",sagónor,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}",infix,completed aspect marker,-,-in-,saginonor
saglawí,"to mention, confide",mention,Dictionary S,"{""root"":""saglawí"",""processes"":[]}",saglawí,-,-,-,-,-,saglawi
1sagó,a fine comb,fine comb,Dictionary S,"{""root"":""1sagó"",""processes"":[]}",1sagó,-,-,-,-,-,1sago
2sagó,a herbaceous plant the roots of which are cooked and eaten,herbaceous plant,Dictionary S,"{""root"":""2sagó"",""processes"":[]}",2sagó,-,-,-,-,-,2sago
1sagór,"hook; to hitch, hook (i -)",hook,Dictionary S,"{""root"":""1sagór"",""processes"":[]}",1sagór,-,-,-,-,-,1sagor
2sagór,west,west,Dictionary S,"{""root"":""2sagór"",""processes"":[]}",2sagór,-,-,-,-,-,2sagor
ságot,"to intrude, meddle",intrude,Dictionary S,"{""root"":""ságot"",""processes"":[]}",ságot,-,-,-,-,-,sagot
ságotságot,to annoy (man -),annoy,Dictionary S,"{""root"":""ságot"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",ságot,"{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}",reduplication,full reduplication (intensifier/frequentative),-,full,sagotsagot
sagrádo,"holy, blessed, sacred",holy,Dictionary S,"{""root"":""sagrádo"",""processes"":[]}",sagrádo,-,-,-,-,-,sagrado
sagság,to puncture (man -),puncture,Dictionary S,"{""root"":""sagság"",""processes"":[]}",sagság,-,-,-,-,-,sagsag
ságwat,"accomplice, partner in an undertaking",accomplice,Dictionary S,"{""root"":""ságwat"",""processes"":[]}",ságwat,-,-,-,-,-,sagwat
saíñg,to join two objects end to end,join two,Dictionary S,"{""root"":""saíñg"",""processes"":[]}",saíñg,-,-,-,-,-,saing
saís,six,six,Dictionary S,"{""root"":""saís"",""processes"":[]}",saís,-,-,-,-,-,sais
saísenta,sixty,sixty,Dictionary S,"{""root"":""saís"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""},{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",saís,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""},{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}",suffix,1du inclusive genitive enclitic,-,-ta,saisenta
1saít,discuss something among several persons (man -),discuss something,Dictionary S,"{""root"":""1saít"",""processes"":[]}",1saít,-,-,-,-,-,1sait
2saít,"to sharpen on a stone etc., whet",sharpen a,Dictionary S,"{""root"":""2saít"",""processes"":[]}",2saít,-,-,-,-,-,2sait
1saká,to strain starch etc. through cloth,strain starch,Dictionary S,"{""root"":""1saká"",""processes"":[]}",1saká,-,-,-,-,-,1saka
