word,syllables,meaning,tag,english,filipino
potpot,pot-pot,toot,VERB,toot,toot
potreru,pot-re-ru,name of a barrio of Bacolor,NOUN,goya,goya
potureru,po-tu-re-ru,name of a barrio of Bacolor,NOUN,goya,goya
poyeta,po-ye-ta,poet,NOUN,poet,makata
poeta,po-e-ta,poet,NOUN,poet,makata
premyu,p-rem-yu,prize or reward or payment,NOUN,premium,premium
preparadu,p-re-pa-ra-du,prepared,ADJ/ADV,prepared,handa
presku,p-res-ku,fresh,ADJ/ADV,fresh,sariwa
primeru,p-ri-me-ru,first,Qualifier/ADJ/Adverb,first,una
prisyun,p-ris-yun,blood pressure,NOUN,blood,dugo
papresyun,pap-res-yun,have blood pressure measured,VERB,diastolic pressure,diastolic pressure
puq,puq,sir,ADJUNCT,sir,ginoo
poq,poq,sir,ADJUNCT,sir,ginoo
puad,pu-ad,thigh,NOUN,thigh,hita
puwad,pu-wad,thigh,NOUN,thigh,hita
puki,pu-ki,female genitals,NOUN,female,babae
pukpuk,puk-puk,hammer,VERB,hammer,martilyo
pukpuk,puk-puk,hit on head,VERB,hit,tumama
pukulan,pu-ku-lan,throw at someone mapukul thrown,VERB,pitch,pitch
pukut,pu-kut,a dragnet see,NOUN,a,a
pukud,pu-kud,a dragnet see,NOUN,a,a
puga,pu-ga,fish eggs or roe,NOUN,caviar,caviar
pugad,pu-gad,nest,NOUN,nest,pugad
pugad manuk,pu-gad -ma-nuk,a basket for keeping chickens,NOUN,hoverer,hoverer
pugad dareng patipati,pu-gad -da-reng -pa-ti-pa-ti,whorehouse,NOUN,brothel,brothel
manalanga yang pugad,ma-na-lan-ga -yang -pu-gad,he is searching for a nest,NOUN,bore,nanganak
puge,pu-ge,fruit of the palapat tree,NOUN,fig,fig
pugon,pu-gon,stove,NOUN,stove,kalan
puguq,pu-guq,quail,NOUN,quail,quail
puguq,pu-guq,dragnet,NOUN,dragnet,dragnet
pamuguq,pa-mu-guq,the net used,NOUN,the,ang
pugungan,pu-gun-gan,pull tight,VERB,pull,hilahin
mapulaq,ma-pu-laq,short sighted,ADJ/ADV,short,maikli
pulai,pu-la-i,run,VERB,run,tumakbo
pulbus,pul-bus,dust or powder,NOUN,dust,alikabok
pulbo,pul-bo,dust or powder,NOUN,dust,alikabok
pulbus tabaku,pul-bus -ta-ba-ku,shredded tabacco,NOUN,shredded,shredded
pulgas,pul-gas,flea,NOUN,flea,flea
pulgatoryu,pul-ga-tor-yu,purgatory,NOUN,purgatory,purgatoryo
pulikat,pu-li-kat,muscle cramp or twist,NOUN,crick,crick
mamulikat,ma-mu-li-kat,feel cramped or be cramped,VERB,small,maliit
puling,pu-ling,something that gets into eye,NOUN,have,mayroon
pulis,pu-lis,wipe,VERB,wipe,punasan
manimulis,ma-ni-mu-lis,wipe self,VERB,wipe,punasan
pulis,pu-lis,police,NOUN,police,pulisya
pulmeru,pul-me-ru,start something,VERB,start,magsimula
magpulpi,mag-pul-pi,have engine problem,VERB,have,mayroon
pulsu,pul-su,pulse,NOUN,pulse,pulso
puluq,pu-luq,forest,NOUN,forest,kagubatan
pulubi,pu-lu-bi,pauper,NOUN,pauper,pauper
pulupulu,pu-lu-pu-lu,whorl,NOUN,curlicue,curlicue
pulurwaks,pu-lur-waks,floorwax,NOUN,floorwax,floorwax
pulurwaks,pu-lur-waks,wax a floor,VERB,wax,waks
pulut,pu-lut,molasses,NOUN,molasses,molasses
pulutan,pu-lu-tan,pick something up,VERB,pick,pumili
pumutuk,pu-mu-tuk,sideline or prostitute,NOUN,sideline,sideline
pun,pun,tree or trunk,NOUN,tree,puno
pekapun,pe-ka-pun,source,NOUN,source,pinagmulan
puniq,pu-niq,a ceremonial meal served in front of the church in connection with the Good Friday singing of the Passion,NOUN,lent,kuwaresma
punla,pun-la,cutting or sugar cane planting,NOUN,machete,machete
punsun,pun-sun,awl,NOUN,awl,awl
punta,pun-ta,go,VERB,go,pumunta ka na
puntuk,pun-tuk,carry on head,VERB,carry,dalhin
makapunuq,ma-ka-pu-nuq,young coconut,NOUN,young,bata
punyus,pun-yus,cuffs,NOUN,cuffs,cuffs
doble punyus,dob-le -pun-yus,french cuffs,NOUN,french,pranses
punggul,pung-gul,cup hands or reach around with fingers,VERB,fiddle,fiddle
kasapunggul,ka-sa-pung-gul,handful,NOUN,handful,dakot
pungsuq,pung-suq,anthill,NOUN,anthill,anthill
pupul,pu-pul,gather,VERB,gather,magtipon
purga,pur-ga,laxative,NOUN,laxative,laxative
magpurga,mag-pur-ga,take a laxative or take a worm purge,VERB,purgative,purgative
purus,pu-rus,always,PROJ,always,palagi
pusaq,pu-saq,cat,NOUN,cat,cat
pusad,pu-sad,navel,NOUN,navel,navel
pusan,pu-san,carry on shoulder,VERB,carry,dalhin
pusanan,pu-sa-nan,a carrying event,NOUN,a,a
pupusit,pu-pu-sit,squeeze,VERB,squeeze,pisilin
mipusit,mi-pu-sit,blow your nose,VERB,blow,pumutok
pusitara,pu-si-ta-ra,elope,VERB,elope,elope
puslit,pus-lit,sneak in,VERB,sneak,sneak
pusta,pus-ta,bet or wager,VERB,bet,taya
pusuq,pu-suq,heat,NOUN,heat,init
pusungsagin,pu-sung-sa-gin,banana heart,NOUN,banana,saging
puta,pu-ta,whore or bitch,NOUN,bitches,bitches
putat,pu-tat,young leaves of mango made into a sauce,NOUN,pekoe,pekoe
maputiq,ma-pu-tiq,white,ADJ/ADV,white,puti
manimutiq,ma-ni-mu-tiq,grow white or fade,VERB,bleach,pagpapaputi
maputlaq,ma-put-laq,plae,ADJ/ADV,plae,plae
putputan,put-pu-tan,pluck,VERB,pluck,pluck
putu,pu-tu,cake or bread,NOUN,cake,cake
putul,pu-tul,collect or harvest,VERB,collect,mangolekta
kaputul,ka-pu-tul,sibling,NOUN,sibling,kapatid
putut,pu-tut,cut,VERB,cut,gupitin
putut,pu-tut,sibling,NOUN,sibling,kapatid
puquhan,pu-qu-han,capital,NOUN,capital,kapital
puhunan,pu-hu-nan,capital,NOUN,capital,kapital
puunan,pu-u-nan,capital,NOUN,capital,kapital
mapuyat,ma-pu-yat,lacking sleep,ADJ/ADV,lacking,kulang
pwersa,p-wer-sa,force,NOUN/VERB,force,lakas
mapwesa,map-we-sa,powerful,ADJ/ADV,powerful,makapangyarihan
pyun,p-yun,helper,NOUN,helper,katulong
ra,ra,they,,they,sila
da,da,they,,they,sila
rabit,ra-bit,Philippine Rabbit or name of a bus line used for each individual bus,NOUN,head,ulo
radyu,rad-yu,radio,NOUN,radio,radyo
raju,ra-ju,radio,NOUN,radio,radyo
maragsaq,ma-rag-saq,fallen or slanted,ADJ/ADV,fallen,nahulog
ragul,ra-gul,maragul meragul mangaragul,ADJ/ADV,maragul,maragul
maragul,ma-ra-gul,big or large,ADJ/ADV,big,malaki
ranum,ra-num,water,NOUN,water,tubig
danum,da-num,water,NOUN,water,tubig
memaranum,me-ma-ra-num,watered something,VERB,watered,natubig
maranun,ma-ra-nun,early,ADJ/ADV,early,maaga
maranup,ma-ra-nup,hungry,ADJ/ADV,hungry,gutom
rangal,ran-gal,honor or honesty,NOUN,honor,karangalan
dangal,dan-gal,honor or honesty,NOUN,honor,karangalan
marangal,ma-ran-gal,honest or having integrity,ADJ/ADV,dishonest,hindi tapat
marapal,ma-ra-pal,soon or early,ADJ/ADV,soon,hindi nagtagal
kararasan,ka-ra-ra-san,result,NOUN,result,resulta
miras,mi-ras,reach,VERB,reach,maabot
maratun,ma-ra-tun,usual or usually or often,ADJ/ADV,common,karaniwan
marayuq,ma-ra-yuq,far or distant,ADJ/ADV,far,malayo
rebuho,re-bu-ho,jewelry decorations,NOUN,jewelry,alahas
reklamo,rek-la-mo,demand or complaint,NOUN,demand,demand
reklamo,rek-la-mo,magreklamo,VERB,magreklamo,magreklamo
regalu,re-ga-lu,gift,NOUN,gift,regalo
manaregla,ma-na-reg-la,be regular or menstruate or straighten things,VERB,make,gumawa
relo,re-lo,watch or wristwatch,NOUN,watch,panoorin
mikirelo,mi-ki-re-lo,in possession of a watch,ADJ/ADV,catch,makibalita
reni,re-ni,those or these,SUBST,those,yun
deni,de-ni,those or these,SUBST,those,yun
reni,re-ni,these,SUBST,these,ito
deni,de-ni,these,SUBST,these,ito
repolyo,re-pol-yo,cabbage,NOUN,cabbage,repolyo
resibu,re-si-bu,receipt or chit or bill,NOUN,endorsed,itinataguyod
respetuan,res-pe-tu-an,respect someone,PRON,respect,paggalang
reta,re-ta,those,PRON,those,yun
deta,de-ta,those,PRON,those,yun
requnyon,re-qun-yon,reunion or family reunion,NOUN,cluster,kumpol
reyna,rey-na,queen,NOUN,queen,queen
ri,ri,special,PART,special,espesyal
di,di,special,PART,special,espesyal
marikadu,ma-ri-ka-du,spicy,ADJ/ADV,spicy,maanghang
rilis,ri-lis,rails,NOUN,rails,riles
rimarima,ri-ma-ri-ma,rhymed speech,NOUN,rhymed,rhymed
rimas,ri-mas,a kind of fruit grouped with yangkaq and kalamansi,NOUN,rolly-poly,rolly-poly
rimla,rim-la,cold or cold weather or cold substance,NOUN,snap,snap
dimla,dim-la,cold or cold weather or cold substance,NOUN,snap,snap
rinat,ri-nat,dirt or fecal matter,NOUN,ordure,ordure
dinat,di-nat,dirt or fecal matter,NOUN,ordure,ordure
marinat,ma-ri-nat,dirty,ADJ/ADV,dirty,marumi
rine,ri-ne,shame or embarrassment or loss of personal image,NOUN,mortification,mortification
dine,di-ne,shame or embarrassment or loss of personal image,NOUN,mortification,mortification
magriport,mag-ri-port,present oneself or appear for assignment,VERB,project,proyekto
marirya,ma-rir-ya,envious,ADJ/ADV,envious,naiinggit
kaririyan,ka-ri-ri-yan,envy someone,VERB,envy,inggit
ritak,ri-tak,little amount or smallamount,NOUN,cent,sentimo
ditak,di-tak,little amount or smallamount,NOUN,cent,sentimo
diritak,di-ri-tak,become fewer,VERB,become,maging
roskas,ros-kas,screw,NOUN,screw,screw
rosendo,ro-sen-do,a male name,NOUN,a,a
marok,ma-rok,bad or evil,ADJ/ADV,bad,masama
ruk,ruk,karokan,NOUN,karokan,karokan
rok,rok,karokan,NOUN,karokan,karokan
marunut,ma-ru-nut,dried up or decomposed,ADJ/ADV,desiccated,desiccated
makirungut,ma-ki-run-gut,join in,VERB,join,sumali
rusan,ru-san,curse or punish,VERB,curse,sumpa
dusan,du-san,curse or punish,VERB,curse,sumpa
marusing,ma-ru-sing,have a dirty face,ADJ/ADV,front,harapan
ruweda,ru-we-da,wheel or ferris wheel,NOUN,ride,sumakay
saq,saq,wish,ADJUNCT,wish,hiling
saba,sa-ba,a banana type which is used for cooking,NOUN,cavendish,cavendish
sabadu,sa-ba-du,Saturday,NOUN,saturday,sabado
sabal,sa-bal,bump,VERB,bump,paga
sabatan,sa-ba-tan,block or barricade something,VERB,barricades,mga barricades
mesabat,me-sa-bat,be hijacked,ADJ/ADV,be,maging
sabatan,sa-ba-tan,game consisting of marked zones and teams of players one set tries to pass from one zone to another without being tagged by the other team the field on which this game is,NOUN,football,football
sabi,sa-bi,say or tell,VERB,say,sabihin
kasebyan,ka-seb-yan,saying or proverb,NOUN,saying,sinasabi
sinabi,si-na-bi,appointment,NOUN,appointment,appointment
pisasabyan,pi-sa-sab-yan,conversation,NOUN,conversation,pag -uusap
panyabyan,pan-yab-yan,thing talked about,NOUN,thing,bagay
pisabi,pi-sa-bi,things talked about,NOUN,things,mga bagay
pangasabi,pan-ga-sa-bi,thing said,NOUN,thing,bagay
sabik,sa-bik,long for or miss or be eager for,VERB/ADJ/ADV/STAT,gape,gape
sabit,sa-bit,hang or dangle or cling,VERB,loll,loll
sablaq,sab-laq,all everyone or everything,PROJ/NOUN,alone,mag -isa
sablayan,sab-la-yan,clothesline,NOUN,clothesline,damit
sable,sab-le,hang things on a line to dry,VERB,row,hilera
sablayan,sab-la-yan,clothsline,NOUN,clothsline,tela
sabo,sa-bo,soup or juice or sauce,NOUN,barnaise,barnaise
sabobyas,sa-bob-yas,whiteish water which results from washing abyas,NOUN,wash,hugasan
masabo,ma-sa-bo,juicy,ADJ/ADV,juicy,makatas
sabsab,sab-sab,eat like a pig,VERB,gollop,gollop
sabul,sa-bul,scramble,VERB,scramble,pag -scramble
sabun,sa-bun,soap,NOUN,soap,sabon
pisabunan,pi-sa-bu-nan,lather,NOUN,lather,lather
sasabung,sa-sa-bung,pit fighting cocks againt each other,VERB,triangulate,triangulate
sabung,sa-bung,cockpit,NOUN,cockpit,sabungan
sabungan,sa-bun-gan,cockpit,NOUN,cockpit,sabungan
misakab,mi-sa-kab,fall on face,VERB/STAT,fall,taglagas
makasakab,ma-ka-sa-kab,lying face down,VERB/STAT,lying,nagsisinungaling
sakag,sa-kag,a small fish net,NOUN,brail,brail
sakalan,sa-ka-lan,choke or strangle,VERB,choke,choke
sake,sa-ke,ride,VERB,ride,sumakay
sake,sa-ke,rider,NOUN,rider,rider
saken,sa-ken,vehicle,NOUN,vehicle,sasakyan
pamanyake,pa-man-ya-ke,act of riding,NOUN,equitation,pagkakapantay -pantay
masakit,ma-sa-kit,hurts or painful,ADJ/Adverb/Verb/Noun/Stative,hurts,masakit
masakit,ma-sa-kit,difficult or hard,ADJ/Adverb/Verb/Noun/Stative,difficult,mahirap
masakit,ma-sa-kit,a sick person,ADJ/Adverb/Verb/Noun/Stative,a,a
sakit,sa-kit,disease,ADJ/Adverb/Verb/Noun/Stative,disease,sakit
manasakit,ma-na-sa-kit,feel hurt or grudge or bet hurt or get hurt or feel pain,ADJ/Adverb/Verb/Noun/Stative,bad,masama
magkasakit,mag-ka-sa-kit,experience hardship or experience difficulty or experience pain,ADJ/Adverb/Verb/Noun/Stative,ill,may sakit
pasakit,pa-sa-kit,burder or give a burden,ADJ/Adverb/Verb/Noun/Stative,ease,kadalian
pamagmalasakit,pa-mag-ma-la-sa-kit,effort or care,ADJ/Adverb/Verb/Noun/Stative,effort,pagsisikap
sakla,sak-la,a gambling game,NOUN,a,a
saklo,sak-lo,fetch,VERB,fetch,kumuha
saklub,sak-lub,cover,NOUN/VERB,cover,takpan
sakluluwan,sak-lu-lu-wan,carry clutched to chest,VERB,haversack,haversack
sakmal,sak-mal,grab in fist,VERB,grab,grab
kasakmal,ka-sak-mal,handful,NOUN,handful,dakot
sakobli,sa-kob-li,bounce,VERB,bounce,bounce
saksak,sak-sak,stab or pierce,VERB,stab,saksakin
saksak,sak-sak,penetrate sexually,VERB,penetrate,tumagos
saksiq,sak-siq,witness,NOUN,witness,saksi
saksing oba,sak-sing- o-ba,jehovahs witness,NOUN,jehovahs,jehova
saku,sa-ku,bag,NOUN,bag,bag
sako,sa-ko,bag,NOUN,bag,bag
sakul,sa-kul,plant sugar cane,VERB,plant,halaman
sakunaq,sa-ku-naq,disaster or accident,NOUN,disaster,kalamidad
sakung,sa-kung,heel,NOUN,heel,sakong
pamanyakup,pa-man-ya-kup,reign or government,NOUN,reign,reign
sakupan,sa-ku-pan,capture,VERB,capture,kumuha
sadja,sad-ja,spread of food or occasion,NOUN,meal,pagkain
makasadja,ma-ka-sad-ja,arranged,ADJ/ADV,arranged,nakaayos
sadja,sad-ja,formerly or same as usual,ADJ/ADV/PROJ,royal,hari
kalupa ning sadja,ka-lu-pa -ning -sad-ja,like before or like always,ADJ/ADV/PROJ,plantain,plantain
sadsad,sad-sad,anchor,NOUN,anchor,anchor
sagakgak,sa-gak-gak,guffaw,VERB,guffaw,guffaw
sagakgak,sa-gak-gak,meet or encounter or go out to meet or go upstream,VERB,dall,dall
sagapan,sa-ga-pan,slap,VERB,slap,sampal
sagin,sa-gin,banana,NOUN,banana,saging
saginan,sa-gi-nan,banana groove,NOUN,banana,saging
pusung sagin,pu-sung -sa-gin,banana heart,NOUN,banana,saging
sagiwaq,sa-gi-waq,fresh or raw or still liquid,ADJ/ADV,eaw,eaw
saglawayan,sag-la-wa-yan,refer to or mention,VERB,instance,halimbawa
sagmit,sag-mit,grab or snatch,VERB,grab,grab
sagoso,sa-go-so,commotion,NOUN,commotion,kaguluhan
sagoso,sa-go-so,horn,NOUN,horn,horn
sagoso,sa-go-so,gore,VERB,gore,gore
saguliq,sa-gu-liq,just a moment or quicky,ADJ/ADV/PROJ,wait,maghintay
sagliq,sag-liq,just a moment or quicky,ADJ/ADV/PROJ,wait,maghintay
saguyud,sa-gu-yud,speak in the manner common around Sta Ursula Betis,VERB,talk,kausapin
masagwaq,ma-sag-waq,coarse or ugly,ADJ/ADV,coarse,magaspang
saqingsing,sa-qing-sing,groan or moan,VERB,groan,daing
masalaq,ma-sa-laq,bright or light,ADJ/ADV,bright,maliwanag
sasalaq,sa-sa-laq,grow bright or light,VERB,kindle,kindle
pampasalaq,pam-pa-sa-laq,a light or lantern,NOUN,dark lantern,madilim na parol
salaq,sa-laq,error or fault or mistake,NOUN,miss,miss
mikasalanan,mi-ka-sa-la-nan,one at fault,Verb/Stative/ADJ/Adverb/Noun,one,isa
salabat,sa-la-bat,interrupt or disturb,VERB,interrupt,makagambala
salabat,sa-la-bat,a drink made of ginger,NOUN,shandy,shandy
salak,sa-lak,filter or strain or sieve,VERB,strainer,strainer
panyalak,pan-ya-lak,sieve or strainer,NOUN,sieve,sieve
salakab,sa-la-kab,a fishtrap carried in the hand and plunged into a shallow stream on top of a fish or When thus corraled the fish is removed by hand through a hole in the top,NOUN,run,tumakbo
salake,sa-la-ke,attack or invade,VERB,attack,pag -atake
salakay,sa-la-kay,attack or invade,VERB,attack,pag -atake
pamanyalake,pa-man-ya-la-ke,invasion or attack,NOUN,invasion,pagsalakay
salagintuq,sa-la-gin-tuq,a small beetle with iridescent wings,NOUN,hummingbird,hummingbird
salagubang,sa-la-gu-bang,sugarpest,NOUN,sugarpest,sugarpest
salalak,sa-la-lak,caught,VERB/ADJ/ADV/STAT,caught,nahuli
salale,sa-la-le,house supports,NOUN,house,bahay
salamangka,sa-la-mang-ka,magic,NOUN,magic,magic
salamangkeru,sa-la-mang-ke-ru,magician,NOUN,magician,salamangkero
salamat,sa-la-mat,thank,NOUN/VERB,thank,salamat
magpasalamat,mag-pa-sa-la-mat,give thanks,NOUN/VERB,give,bigyan
salamin,sa-la-min,mirror or looking glass or eyeglasses or window,NOUN,speculum,speculum
salangi,sa-lan-gi,invite to something pasalangian,VERB,challenge,hamon
salapiq,sa-la-piq,money or coin,NOUN,money,pera
salaping metung,sa-la-ping -me-tung,50 centavo coin,NOUN,50,50
salas,sa-las,living room or family room or room for entertaining,NOUN,parlour,parlor
masalat,ma-sa-lat,feel sandy or feel dirty as covered by small particles,ADJ/ADV,granular,butil
sasalat,sa-sa-lat,caressing,VERB,caressing,haplos
salaulaq,sa-la-u-laq,be careless,VERB,be,maging
salawayan,sa-la-wa-yan,fickle or inconstant or kasalawahan,ADJ/ADV,variable,variable
salawahan,sa-la-wa-han,fickle or inconstant or kasalawahan,ADJ/ADV,variable,variable
salbai,sal-ba-i,naughty,ADJ/ADV,naughty,makulit
salbahi,sal-ba-hi,naughty,ADJ/ADV,naughty,makulit
salbaqi,sal-ba-qi,naughty,ADJ/ADV,naughty,makulit
salbaye,sal-ba-ye,naughty,ADJ/ADV,naughty,makulit
salbayan,sal-ba-yan,cheat or defraud or abuse or rape,VERB,beat,talunin
saldak,sal-dak,put down with a bang,VERB,lay,humiga
sildakanan,sil-da-ka-nan,those who have succumbed to temptation,NOUN,necrology,necrology
saldak saldak a inawa,sal-dak -sal-dak- a- i-na-wa,breathe heavily with grief,ADJ/ADV,sigh,buntong hininga
salese,sa-le-se,fix or repair or arrange,VERB,patch,patch
masalese,ma-sa-le-se,fixed or okay,ADJ/ADV,fixed,naayos
saliq,sa-liq,buy,VERB,buy,bilhin
pasaliq,pa-sa-liq,sell,VERB,sell,ibenta
pisaliq,pi-sa-liq,thing sold,VERB,thing,bagay
salikap,sa-li-kap,a woven basket open round top and fourcornered bottom,NOUN,basin,basin
saliksik,sa-lik-sik,inserted between two things,VERB,distance,malayo
mayaliksik,ma-ya-lik-sik,penetrating,ADJ/ADV,penetrating,pagtagos
salikut,sa-li-kut,hide,VERB,hide,itago
salikutan,sa-li-ku-tan,hide n seek,NOUN,hide,itago
pisasalikutan,pi-sa-sa-li-ku-tan,hide out,NOUN,hide,itago
salilungan,sa-li-lun-gan,shade,NOUN,shade,lilim
salindruq,sa-lind-ruq,harmonica,NOUN,harmonica,harmonica
salisiq,sa-li-siq,next in line,VERB/ADJ/ADV/STAT,next,susunod
salisul,sa-li-sul,standing water fetid water the water in nipa grooves,NOUN,puddle,puddle
salit,sa-lit,mixed languages or incorrect speech,ADJ/ADV,strong,malakas
salitaq,sa-li-taq,word or speech or language,NOUN,metaphor,metaphor
sasalitsit,sa-sa-lit-sit,ooze fat or sizzle,VERB/ADJ/ADV/STAT,hiss,hims
salol,sa-lol,pants,NOUN,pants,pantalon
salong,sa-long,a male nickname from Gonsalo,NOUN,bud,bud
masalpak,ma-sal-pak,tastes unripe,ADJ/ADV,tastes,panlasa
salsa,sal-sa,sauce,NOUN,sauce,sarsa
sarsa,sar-sa,sauce,NOUN,sauce,sarsa
salsal,sal-sal,throw down with force something heavy and fat,VERB,weight,timbang
salsal,sal-sal,masturbate,VERB,masturbate,masturbate
salta,sal-ta,bounce or jounce or jump,VERB,bump,paga
saluq,sa-luq,chest or breast,NOUN,chest,dibdib
saluq,sa-luq,posts,NOUN,posts,mga post
manyaluq,man-ya-luq,put in posts,VERB,put,ilagay
salubsub,sa-lub-sub,small splinter,NOUN,small,maliit
salubung,sa-lu-bung,greet or hail,VERB,greet,bati
pasalubung,pa-sa-lu-bung,gift upon meeting,NOUN,gift,regalo
salud,sa-lud,take a bath,VERB,take,kumuha
salud,sa-lud,catch something,VERB,catch,makibalita
salupil,sa-lu-pil,packing cushion or plug in a hole or stopper,NOUN,tap,tapikin
salusad,sa-lu-sad,red ants,NOUN,red,pula
masalusuq,ma-sa-lu-suq,fast or swift,ADJ/ADV,fast,mabilis
sasalusuq,sa-sa-lu-suq,go fast,VERB,go,pumunta ka na
salut,sa-lut,disease or epidemic,NOUN,disease,sakit
salutung,sa-lu-tung,nod greeting,VERB,nod,tumango
salyuyut,sal-yu-yut,a plant,NOUN,a,a
samaq,sa-maq,anger or hatred,NOUN,anger,galit
lasamaq,la-sa-maq,one is angry with,NOUN,blood,dugo
kasamak,ka-sa-mak,tenant,NOUN,tenant,nangungupahan
pasamak,pa-sa-mak,landowner,NOUN,landowner,may -ari ng lupa
samasan,sa-ma-san,correct someone,VERB,correct,tama
samat,sa-mat,betel leaves,NOUN,betel,betel
samba,sam-ba,worship or pray,VERB,worship,pagsamba
samban,sam-ban,pray to someone,VERB,pray,manalangin
pasimba,pa-sim-ba,church,NOUN,church,simbahan
pasimban,pa-sim-ban,praying,NOUN,praying,pagdarasal
simbang bengi,sim-bang -ben-gi,midnight mass,NOUN,midnight,hatinggabi
sambut,sam-but,defeat or be defeated,VERB/STAT,lost cause,nawala ang dahilan
sampaga,sam-pa-ga,flower or blossom,NOUN,flower,bulaklak
sampaluk,sam-pa-luk,sampaloc or tamarind,NOUN,sampaloc,sampaloc
samputsamput,sam-put-sam-put,heterogeneous or having things of wide variety,ADJ/ADV,miscellaneous,miscellaneous
samsam,sam-sam,abduct or grab or snatch,VERB,nab,nab
samul,sa-mul,gulp food,VERB,gulp,gulp
samutan,sa-mu-tan,dilute something,VERB,dilute,dilute
sana,sa-na,wish,ADJUNCT,wish,hiling
sanay,sa-nay,accustomed or used to something,ADJ/ADV,habitude,habitude
sane,sa-ne,accustomed or used to something,ADJ/ADV,habitude,habitude
isane,i-sa-ne,drill someone,VERB,drill,drill
sane,sa-ne,expert,NOUN,expert,dalubhasa
magsandal,mag-san-dal,lean on something,VERB,lean,sandalan
sandataq,san-da-taq,weapon or armament,NOUN,weapon,armas
sanduk,san-duk,ladle,NOUN,ladle,ladle
isanduk,i-san-duk,ladle for someone,VERB,ladle,ladle
sanip,sa-nip,join,VERB,join,sumali
sanip,sa-nip,choke on saliva while trying to talk,VERB,throttle,throttle
santing,san-ting,get nice or become nice,VERB,art,sining
santing,san-ting,beautify,VERB,beautify,pagandahin
masanting,ma-san-ting,nice or handsome,ADJ/ADV,nice,maganda
santul,san-tul,a fruit and tree or sandor indicum,NOUN,fig,fig
santung,san-tung,stay in anothers house,VERB,bunk,bunk
sanu,sa-nu,which,NOUN,that,iyon
sanuman,sa-nu-man,whosoever,NOUN,anybody,kahit sino
sanwic,san-wic,sandwich or bribe or payoff or kickback,NOUN,burn,sumunog
sanga,san-ga,branch,NOUN,branch,sangay
sangkan,sang-kan,excuse or reason or cause or explanation,NOUN,justification,pagbibigay -katwiran
sangkap,sang-kap,tool or equipment,NOUN,tool,tool
sangkutsangkut,sang-kut-sang-kut,spiced,ADJ/ADV,spiced,spiced
masangkut,ma-sang-kut,involved,ADJ/ADV,involved,kasangkot
kasangkut,ka-sang-kut,accomplice,NOUN,accomplice,kasabwat
sanggul,sang-gul,braid or hair bun,NOUN,tress,tress
sapaq,sa-paq,brook or rivulet,NOUN,brook,brook
sapaq,sa-paq,betel chew wad,NOUN,betel,betel
sapak,sa-pak,full or jam packed,ADJ/ADV/VERB/STAT,cram,cram
sapal ngungut,sa-pal n-gun-gut,grated coconut,NOUN/ADJ/ADVERB,grated,gadgad
saparat,sa-pa-rat,flat or spread,ADJ/ADV,flat,flat
sapatus,sa-pa-tus,shoes,NOUN,shoes,sapatos
makasapatus,ma-ka-sa-pa-tus,wearing shoes,ADJ/ADV,wearing,nakasuot
saping,sa-ping,wipe a dripping nose on shirt sleeve,VERB,arm,braso
sapingil,sa-pin-gil,slap on back of head or force head down,VERB,slapping,pagsampal
sapitu,sa-pi-tu,have haircut,VERB/ADJ/ADV,have,mayroon
sapsaq,sap-saq,have a strong desire for something,ADJ/ADV,itch,itch
masapsaq,ma-sap-saq,cracking,ADJ/ADV,cracking,pag -crack
sapu,sa-pu,catch,VERB,catch,makibalita
sapulaq,sa-pu-laq,hairband,NOUN,hairband,hairband
sapungan,sa-pun-gan,bump something,VERB,bump,paga
sapwaq,sap-waq,stalk,NOUN,stalk,stalk
sara,sa-ra,close something,VERB,close,malapit
saragwelas,sa-rag-we-las,a fruit or a kind of plum,NOUN,sloe,sloe
saraliq,sa-ra-liq,a berry or cherrylike fruit small round darkred has about 5 stones,NOUN,currant,currant
sariliq,sa-ri-liq,oneself,NOUN/ADJ/ADVERB,oneself,sarili
magsariliq,mag-sa-ri-liq,live alone,VERB,live,live
sariyan,sa-ri-yan,intentional,ADJ/ADV,intentional,sinasadya
sarsa,sar-sa,sauce,NOUN,sauce,sarsa
pakisarsa,pa-ki-sar-sa,put on sauce,VERB,put,ilagay
sarswela,sars-we-la,a drama like an operetta or broadway show,NOUN,musical,musical
sartud,sar-tud,a fishing net with large square bamboo frame,NOUN,stock,stock
sarul,sa-rul,a plow,NOUN,a,a
sarul gamat,sa-rul -ga-mat,hoe,NOUN,hoe,hoe
sasarul,sa-sa-rul,plowing,VERB,plowing,pag -aararo
sasa,sa-sa,nipa palm,NOUN,nipa,nipa
sasaq,sa-saq,seedlings,NOUN,seedlings,mga punla
sasag,sa-sag,walling or baseboard,NOUN,walling,walling
sasamanpanyuq,sa-sa-man-pan-yuq,a childrens game,NOUN,a,a
saslagningalaya,sas-lag-nin-ga-la-ya,the break of dawn,NOUN,dawning,dawning
sastri,sast-ri,tailor,NOUN,tailor,pinasadya
satsat,sat-sat,crewcut,ADJ/ADV,crewcut,crewcut
masatsat,ma-sat-sat,glib or talkative,ADJ/ADV,glib,glib
saul,sa-ul,defeat,VERB,defeat,talunin
sahul,sa-hul,defeat,VERB,defeat,talunin
saup,sa-up,help,VERB/NOUN,help,tulong
talakasaup,ta-la-ka-sa-up,assistant,NOUN,assistant,katulong
